N-gram-feat-comb,char N-gram,word N-gram,func N-gram,total_feat_num,weight scheme,classifier,cv-acc,cv-balanced_acc,cv-roc,cv-f1-fake,acc,balanced_acc,roc,f1_fake,f1_real
2-0-0 char-word-func,2,0,0,1555,norm,LogisticRegression,0.61,0.58,0.74,0.31,0.69,0.64,0.81,0.43,0.78
2-0-0 char-word-func,2,0,0,1555,norm,LinearSVC,0.71,0.7,0.8,0.67,0.79,0.77,0.0,0.7,0.84
2-0-0 char-word-func,2,0,0,1555,norm,SVC,0.58,0.54,0.77,0.13,0.62,0.55,0.0,0.19,0.75
2-0-0 char-word-func,2,0,0,1555,norm,DecisionTreeClassifier,0.73,0.73,0.73,0.7,0.79,0.77,0.77,0.73,0.82
2-0-0 char-word-func,2,0,0,1555,norm,RandomForestClassifier,0.66,0.63,0.86,0.34,0.74,0.7,0.93,0.56,0.82
2-0-0 char-word-func,2,0,0,1555,norm,MultinomialNB,0.67,0.67,0.76,0.67,0.77,0.76,0.88,0.71,0.81
2-0-0 char-word-func,2,0,0,1555,norm,BernoulliNB,0.69,0.71,0.81,0.71,0.74,0.75,0.88,0.73,0.75
2-0-0 char-word-func,2,0,0,1555,norm,AdaBoostClassifier,0.79,0.79,0.87,0.77,0.87,0.86,0.93,0.84,0.89
2-0-0 char-word-func,2,0,0,1555,relat,LogisticRegression,0.55,0.5,0.68,0.0,0.57,0.5,0.81,0.0,0.73
2-0-0 char-word-func,2,0,0,1555,relat,LinearSVC,0.55,0.51,0.68,0.03,0.57,0.5,0.0,0.0,0.73
2-0-0 char-word-func,2,0,0,1555,relat,SVC,0.55,0.5,0.67,0.0,0.57,0.5,0.0,0.0,0.73
2-0-0 char-word-func,2,0,0,1555,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.79,0.77,0.77,0.73,0.82
2-0-0 char-word-func,2,0,0,1555,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.74,0.7,0.93,0.56,0.82
2-0-0 char-word-func,2,0,0,1555,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.71,0.66,0.81,0.5,0.79
2-0-0 char-word-func,2,0,0,1555,relat,BernoulliNB,0.69,0.71,0.81,0.71,0.74,0.75,0.88,0.73,0.75
2-0-0 char-word-func,2,0,0,1555,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.87,0.86,0.93,0.84,0.89
2-0-0 char-word-func,2,0,0,1555,none (tf),LogisticRegression,0.68,0.68,0.75,0.66,0.77,0.75,0.83,0.7,0.82
2-0-0 char-word-func,2,0,0,1555,none (tf),LinearSVC,0.66,0.67,0.74,0.66,0.75,0.73,0.0,0.69,0.79
2-0-0 char-word-func,2,0,0,1555,none (tf),SVC,0.69,0.69,0.76,0.67,0.75,0.73,0.0,0.68,0.79
2-0-0 char-word-func,2,0,0,1555,none (tf),DecisionTreeClassifier,0.73,0.73,0.73,0.7,0.79,0.77,0.77,0.73,0.82
2-0-0 char-word-func,2,0,0,1555,none (tf),RandomForestClassifier,0.66,0.63,0.86,0.34,0.74,0.7,0.93,0.56,0.82
2-0-0 char-word-func,2,0,0,1555,none (tf),MultinomialNB,0.72,0.73,0.82,0.73,0.8,0.8,0.91,0.77,0.82
2-0-0 char-word-func,2,0,0,1555,none (tf),BernoulliNB,0.69,0.71,0.81,0.71,0.74,0.75,0.88,0.73,0.75
2-0-0 char-word-func,2,0,0,1555,none (tf),AdaBoostClassifier,0.79,0.79,0.87,0.77,0.87,0.86,0.93,0.84,0.89
3-0-0 char-word-func,3,0,0,7927,tfidf,LogisticRegression,0.55,0.5,0.66,0.0,0.57,0.5,0.8,0.0,0.73
3-0-0 char-word-func,3,0,0,7927,tfidf,LinearSVC,0.55,0.5,0.67,0.01,0.57,0.5,0.0,0.0,0.73
3-0-0 char-word-func,3,0,0,7927,tfidf,SVC,0.55,0.5,0.7,0.0,0.57,0.5,0.0,0.0,0.73
3-0-0 char-word-func,3,0,0,7927,tfidf,DecisionTreeClassifier,0.72,0.71,0.71,0.68,0.81,0.81,0.81,0.78,0.84
3-0-0 char-word-func,3,0,0,7927,tfidf,RandomForestClassifier,0.6,0.56,0.78,0.23,0.68,0.62,0.92,0.39,0.78
3-0-0 char-word-func,3,0,0,7927,tfidf,MultinomialNB,0.57,0.53,0.68,0.12,0.6,0.54,0.84,0.13,0.74
3-0-0 char-word-func,3,0,0,7927,tfidf,BernoulliNB,0.64,0.65,0.7,0.68,0.69,0.72,0.82,0.71,0.68
3-0-0 char-word-func,3,0,0,7927,tfidf,AdaBoostClassifier,0.76,0.76,0.82,0.73,0.81,0.8,0.9,0.76,0.85
3-0-0 char-word-func,3,0,0,7927,norm,LogisticRegression,0.66,0.65,0.79,0.54,0.81,0.78,0.9,0.72,0.86
3-0-0 char-word-func,3,0,0,7927,norm,LinearSVC,0.71,0.71,0.82,0.68,0.85,0.84,0.0,0.81,0.88
3-0-0 char-word-func,3,0,0,7927,norm,SVC,0.65,0.63,0.8,0.49,0.72,0.67,0.0,0.52,0.8
3-0-0 char-word-func,3,0,0,7927,norm,DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.8,0.79,0.79,0.76,0.83
3-0-0 char-word-func,3,0,0,7927,norm,RandomForestClassifier,0.6,0.55,0.79,0.2,0.69,0.64,0.9,0.43,0.79
3-0-0 char-word-func,3,0,0,7927,norm,MultinomialNB,0.68,0.69,0.79,0.69,0.84,0.83,0.91,0.81,0.86
3-0-0 char-word-func,3,0,0,7927,norm,BernoulliNB,0.64,0.65,0.7,0.68,0.69,0.72,0.82,0.71,0.68
3-0-0 char-word-func,3,0,0,7927,norm,AdaBoostClassifier,0.76,0.76,0.84,0.73,0.84,0.82,0.89,0.79,0.87
3-0-0 char-word-func,3,0,0,7927,relat,LogisticRegression,0.55,0.5,0.69,0.01,0.57,0.5,0.85,0.0,0.73
3-0-0 char-word-func,3,0,0,7927,relat,LinearSVC,0.61,0.57,0.69,0.27,0.6,0.53,0.0,0.1,0.74
3-0-0 char-word-func,3,0,0,7927,relat,SVC,0.55,0.5,0.66,0.0,0.57,0.5,0.0,0.0,0.73
3-0-0 char-word-func,3,0,0,7927,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.8,0.79,0.79,0.76,0.83
3-0-0 char-word-func,3,0,0,7927,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.69,0.64,0.9,0.43,0.79
3-0-0 char-word-func,3,0,0,7927,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.78,0.75,0.87,0.67,0.83
3-0-0 char-word-func,3,0,0,7927,relat,BernoulliNB,0.64,0.65,0.7,0.68,0.69,0.72,0.82,0.71,0.68
3-0-0 char-word-func,3,0,0,7927,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.84,0.82,0.89,0.79,0.87
3-0-0 char-word-func,3,0,0,7927,none (tf),LogisticRegression,0.65,0.65,0.71,0.62,0.73,0.72,0.79,0.67,0.77
3-0-0 char-word-func,3,0,0,7927,none (tf),LinearSVC,0.61,0.61,0.7,0.6,0.71,0.7,0.0,0.65,0.76
3-0-0 char-word-func,3,0,0,7927,none (tf),SVC,0.61,0.61,0.68,0.59,0.73,0.72,0.0,0.66,0.78
3-0-0 char-word-func,3,0,0,7927,none (tf),DecisionTreeClassifier,0.75,0.75,0.75,0.73,0.8,0.79,0.79,0.76,0.83
3-0-0 char-word-func,3,0,0,7927,none (tf),RandomForestClassifier,0.6,0.55,0.79,0.2,0.69,0.64,0.9,0.43,0.79
3-0-0 char-word-func,3,0,0,7927,none (tf),MultinomialNB,0.66,0.67,0.74,0.68,0.77,0.77,0.85,0.74,0.79
3-0-0 char-word-func,3,0,0,7927,none (tf),BernoulliNB,0.64,0.65,0.7,0.68,0.69,0.72,0.82,0.71,0.68
3-0-0 char-word-func,3,0,0,7927,none (tf),AdaBoostClassifier,0.76,0.76,0.84,0.73,0.84,0.82,0.89,0.79,0.87
4-0-0 char-word-func,4,0,0,20681,tfidf,LogisticRegression,0.55,0.5,0.61,0.0,0.57,0.5,0.76,0.0,0.73
4-0-0 char-word-func,4,0,0,20681,tfidf,LinearSVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
4-0-0 char-word-func,4,0,0,20681,tfidf,SVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
4-0-0 char-word-func,4,0,0,20681,tfidf,DecisionTreeClassifier,0.58,0.58,0.58,0.53,0.68,0.67,0.67,0.61,0.73
4-0-0 char-word-func,4,0,0,20681,tfidf,RandomForestClassifier,0.57,0.52,0.74,0.1,0.61,0.54,0.79,0.16,0.75
4-0-0 char-word-func,4,0,0,20681,tfidf,MultinomialNB,0.54,0.51,0.6,0.19,0.58,0.51,0.77,0.05,0.73
4-0-0 char-word-func,4,0,0,20681,tfidf,BernoulliNB,0.58,0.59,0.63,0.63,0.63,0.66,0.74,0.65,0.61
4-0-0 char-word-func,4,0,0,20681,tfidf,AdaBoostClassifier,0.67,0.66,0.72,0.61,0.73,0.72,0.81,0.68,0.76
4-0-0 char-word-func,4,0,0,20681,norm,LogisticRegression,0.64,0.63,0.72,0.54,0.79,0.75,0.87,0.67,0.84
4-0-0 char-word-func,4,0,0,20681,norm,LinearSVC,0.65,0.65,0.75,0.6,0.82,0.8,0.0,0.76,0.86
4-0-0 char-word-func,4,0,0,20681,norm,SVC,0.66,0.64,0.74,0.57,0.77,0.73,0.0,0.63,0.83
4-0-0 char-word-func,4,0,0,20681,norm,DecisionTreeClassifier,0.62,0.62,0.62,0.59,0.68,0.66,0.66,0.6,0.72
4-0-0 char-word-func,4,0,0,20681,norm,RandomForestClassifier,0.55,0.51,0.71,0.05,0.58,0.51,0.85,0.04,0.73
4-0-0 char-word-func,4,0,0,20681,norm,MultinomialNB,0.59,0.61,0.67,0.64,0.79,0.79,0.87,0.76,0.81
4-0-0 char-word-func,4,0,0,20681,norm,BernoulliNB,0.58,0.59,0.63,0.63,0.63,0.66,0.74,0.65,0.61
4-0-0 char-word-func,4,0,0,20681,norm,AdaBoostClassifier,0.7,0.69,0.76,0.63,0.73,0.71,0.8,0.65,0.78
4-0-0 char-word-func,4,0,0,20681,relat,LogisticRegression,0.55,0.5,0.63,0.03,0.57,0.5,0.82,0.0,0.73
4-0-0 char-word-func,4,0,0,20681,relat,LinearSVC,0.56,0.53,0.63,0.34,0.58,0.51,0.0,0.05,0.73
4-0-0 char-word-func,4,0,0,20681,relat,SVC,0.55,0.5,0.6,0.0,0.57,0.5,0.0,0.0,0.73
4-0-0 char-word-func,4,0,0,20681,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.68,0.66,0.66,0.6,0.72
4-0-0 char-word-func,4,0,0,20681,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.85,0.04,0.73
4-0-0 char-word-func,4,0,0,20681,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.77,0.75,0.84,0.71,0.81
4-0-0 char-word-func,4,0,0,20681,relat,BernoulliNB,0.58,0.59,0.63,0.63,0.63,0.66,0.74,0.65,0.61
4-0-0 char-word-func,4,0,0,20681,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.73,0.71,0.8,0.65,0.79
4-0-0 char-word-func,4,0,0,20681,none (tf),LogisticRegression,0.64,0.64,0.68,0.61,0.71,0.69,0.76,0.62,0.76
4-0-0 char-word-func,4,0,0,20681,none (tf),LinearSVC,0.63,0.63,0.68,0.61,0.68,0.67,0.0,0.61,0.73
4-0-0 char-word-func,4,0,0,20681,none (tf),SVC,0.62,0.62,0.67,0.59,0.69,0.67,0.0,0.62,0.74
4-0-0 char-word-func,4,0,0,20681,none (tf),DecisionTreeClassifier,0.62,0.62,0.62,0.59,0.68,0.66,0.66,0.6,0.72
4-0-0 char-word-func,4,0,0,20681,none (tf),RandomForestClassifier,0.55,0.51,0.71,0.05,0.58,0.51,0.85,0.04,0.73
4-0-0 char-word-func,4,0,0,20681,none (tf),MultinomialNB,0.58,0.59,0.65,0.61,0.71,0.72,0.78,0.69,0.73
4-0-0 char-word-func,4,0,0,20681,none (tf),BernoulliNB,0.58,0.59,0.63,0.63,0.63,0.66,0.74,0.65,0.61
4-0-0 char-word-func,4,0,0,20681,none (tf),AdaBoostClassifier,0.7,0.69,0.76,0.63,0.74,0.72,0.8,0.65,0.79
5-0-0 char-word-func,5,0,0,31926,tfidf,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.75,0.0,0.73
5-0-0 char-word-func,5,0,0,31926,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
5-0-0 char-word-func,5,0,0,31926,tfidf,SVC,0.55,0.5,0.63,0.0,0.57,0.5,0.0,0.0,0.73
5-0-0 char-word-func,5,0,0,31926,tfidf,DecisionTreeClassifier,0.59,0.59,0.59,0.55,0.65,0.65,0.65,0.62,0.67
5-0-0 char-word-func,5,0,0,31926,tfidf,RandomForestClassifier,0.58,0.53,0.7,0.12,0.6,0.53,0.76,0.12,0.74
5-0-0 char-word-func,5,0,0,31926,tfidf,MultinomialNB,0.56,0.53,0.58,0.29,0.61,0.54,0.76,0.16,0.75
5-0-0 char-word-func,5,0,0,31926,tfidf,BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.65,0.71,0.65,0.59
5-0-0 char-word-func,5,0,0,31926,tfidf,AdaBoostClassifier,0.68,0.67,0.73,0.63,0.7,0.69,0.75,0.63,0.75
5-0-0 char-word-func,5,0,0,31926,norm,LogisticRegression,0.64,0.62,0.68,0.53,0.75,0.71,0.83,0.59,0.82
5-0-0 char-word-func,5,0,0,31926,norm,LinearSVC,0.64,0.64,0.72,0.59,0.79,0.76,0.0,0.71,0.83
5-0-0 char-word-func,5,0,0,31926,norm,SVC,0.64,0.63,0.71,0.56,0.73,0.69,0.0,0.58,0.8
5-0-0 char-word-func,5,0,0,31926,norm,DecisionTreeClassifier,0.56,0.56,0.56,0.53,0.67,0.65,0.65,0.59,0.72
5-0-0 char-word-func,5,0,0,31926,norm,RandomForestClassifier,0.57,0.52,0.67,0.08,0.58,0.51,0.76,0.05,0.73
5-0-0 char-word-func,5,0,0,31926,norm,MultinomialNB,0.55,0.57,0.62,0.61,0.76,0.75,0.81,0.71,0.8
5-0-0 char-word-func,5,0,0,31926,norm,BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.65,0.71,0.65,0.59
5-0-0 char-word-func,5,0,0,31926,norm,AdaBoostClassifier,0.65,0.65,0.71,0.6,0.75,0.73,0.79,0.68,0.79
5-0-0 char-word-func,5,0,0,31926,relat,LogisticRegression,0.54,0.49,0.57,0.03,0.57,0.5,0.75,0.0,0.73
5-0-0 char-word-func,5,0,0,31926,relat,LinearSVC,0.53,0.51,0.58,0.32,0.59,0.52,0.0,0.07,0.74
5-0-0 char-word-func,5,0,0,31926,relat,SVC,0.55,0.5,0.57,0.0,0.57,0.5,0.0,0.0,0.73
5-0-0 char-word-func,5,0,0,31926,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.67,0.65,0.65,0.59,0.72
5-0-0 char-word-func,5,0,0,31926,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.76,0.05,0.73
5-0-0 char-word-func,5,0,0,31926,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.7,0.69,0.78,0.64,0.74
5-0-0 char-word-func,5,0,0,31926,relat,BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.65,0.71,0.65,0.59
5-0-0 char-word-func,5,0,0,31926,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.75,0.73,0.79,0.68,0.79
5-0-0 char-word-func,5,0,0,31926,none (tf),LogisticRegression,0.63,0.63,0.68,0.59,0.72,0.7,0.76,0.62,0.77
5-0-0 char-word-func,5,0,0,31926,none (tf),LinearSVC,0.62,0.63,0.69,0.62,0.68,0.67,0.0,0.61,0.73
5-0-0 char-word-func,5,0,0,31926,none (tf),SVC,0.63,0.63,0.67,0.61,0.68,0.66,0.0,0.6,0.72
5-0-0 char-word-func,5,0,0,31926,none (tf),DecisionTreeClassifier,0.56,0.56,0.56,0.53,0.67,0.65,0.65,0.59,0.72
5-0-0 char-word-func,5,0,0,31926,none (tf),RandomForestClassifier,0.57,0.52,0.67,0.08,0.58,0.51,0.76,0.05,0.73
5-0-0 char-word-func,5,0,0,31926,none (tf),MultinomialNB,0.55,0.57,0.6,0.61,0.67,0.67,0.75,0.64,0.7
5-0-0 char-word-func,5,0,0,31926,none (tf),BernoulliNB,0.54,0.56,0.6,0.6,0.62,0.65,0.71,0.65,0.59
5-0-0 char-word-func,5,0,0,31926,none (tf),AdaBoostClassifier,0.65,0.65,0.71,0.6,0.75,0.73,0.79,0.68,0.79
6-0-0 char-word-func,6,0,0,37105,tfidf,LogisticRegression,0.55,0.5,0.6,0.0,0.57,0.5,0.75,0.0,0.73
6-0-0 char-word-func,6,0,0,37105,tfidf,LinearSVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
6-0-0 char-word-func,6,0,0,37105,tfidf,SVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
6-0-0 char-word-func,6,0,0,37105,tfidf,DecisionTreeClassifier,0.6,0.59,0.59,0.53,0.61,0.61,0.61,0.57,0.65
6-0-0 char-word-func,6,0,0,37105,tfidf,RandomForestClassifier,0.57,0.52,0.69,0.09,0.6,0.54,0.72,0.13,0.74
6-0-0 char-word-func,6,0,0,37105,tfidf,MultinomialNB,0.57,0.55,0.58,0.39,0.63,0.56,0.76,0.22,0.75
6-0-0 char-word-func,6,0,0,37105,tfidf,BernoulliNB,0.53,0.55,0.59,0.61,0.62,0.64,0.7,0.65,0.59
6-0-0 char-word-func,6,0,0,37105,tfidf,AdaBoostClassifier,0.66,0.66,0.72,0.62,0.68,0.67,0.75,0.61,0.73
6-0-0 char-word-func,6,0,0,37105,norm,LogisticRegression,0.63,0.61,0.66,0.51,0.72,0.68,0.8,0.54,0.8
6-0-0 char-word-func,6,0,0,37105,norm,LinearSVC,0.64,0.64,0.68,0.6,0.75,0.73,0.0,0.66,0.8
6-0-0 char-word-func,6,0,0,37105,norm,SVC,0.63,0.61,0.68,0.53,0.7,0.66,0.0,0.52,0.78
6-0-0 char-word-func,6,0,0,37105,norm,DecisionTreeClassifier,0.6,0.6,0.6,0.56,0.65,0.64,0.64,0.59,0.7
6-0-0 char-word-func,6,0,0,37105,norm,RandomForestClassifier,0.56,0.51,0.69,0.05,0.6,0.53,0.73,0.12,0.74
6-0-0 char-word-func,6,0,0,37105,norm,MultinomialNB,0.53,0.55,0.6,0.6,0.72,0.7,0.78,0.65,0.76
6-0-0 char-word-func,6,0,0,37105,norm,BernoulliNB,0.53,0.55,0.59,0.61,0.62,0.64,0.7,0.65,0.59
6-0-0 char-word-func,6,0,0,37105,norm,AdaBoostClassifier,0.64,0.64,0.71,0.6,0.67,0.65,0.76,0.57,0.73
6-0-0 char-word-func,6,0,0,37105,relat,LogisticRegression,0.52,0.48,0.55,0.03,0.57,0.5,0.75,0.0,0.73
6-0-0 char-word-func,6,0,0,37105,relat,LinearSVC,0.52,0.49,0.55,0.31,0.59,0.52,0.0,0.09,0.74
6-0-0 char-word-func,6,0,0,37105,relat,SVC,0.54,0.5,0.53,0.0,0.57,0.5,0.0,0.0,0.73
6-0-0 char-word-func,6,0,0,37105,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.65,0.64,0.64,0.59,0.7
6-0-0 char-word-func,6,0,0,37105,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.6,0.53,0.74,0.12,0.74
6-0-0 char-word-func,6,0,0,37105,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.69,0.68,0.76,0.64,0.73
6-0-0 char-word-func,6,0,0,37105,relat,BernoulliNB,0.53,0.55,0.59,0.61,0.62,0.64,0.7,0.65,0.59
6-0-0 char-word-func,6,0,0,37105,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.67,0.65,0.76,0.57,0.73
6-0-0 char-word-func,6,0,0,37105,none (tf),LogisticRegression,0.64,0.63,0.67,0.6,0.73,0.7,0.77,0.63,0.78
6-0-0 char-word-func,6,0,0,37105,none (tf),LinearSVC,0.63,0.63,0.68,0.62,0.7,0.69,0.0,0.63,0.75
6-0-0 char-word-func,6,0,0,37105,none (tf),SVC,0.63,0.63,0.67,0.61,0.68,0.66,0.0,0.59,0.73
6-0-0 char-word-func,6,0,0,37105,none (tf),DecisionTreeClassifier,0.6,0.6,0.6,0.56,0.65,0.64,0.64,0.59,0.7
6-0-0 char-word-func,6,0,0,37105,none (tf),RandomForestClassifier,0.56,0.51,0.69,0.05,0.6,0.53,0.73,0.12,0.74
6-0-0 char-word-func,6,0,0,37105,none (tf),MultinomialNB,0.53,0.55,0.58,0.59,0.69,0.69,0.74,0.66,0.72
6-0-0 char-word-func,6,0,0,37105,none (tf),BernoulliNB,0.53,0.55,0.59,0.61,0.62,0.64,0.7,0.65,0.59
6-0-0 char-word-func,6,0,0,37105,none (tf),AdaBoostClassifier,0.65,0.64,0.72,0.6,0.67,0.65,0.76,0.57,0.73
0-1-0 char-word-func,0,1,0,4020,tfidf,LogisticRegression,0.55,0.5,0.59,0.0,0.57,0.5,0.71,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,tfidf,LinearSVC,0.55,0.5,0.59,0.0,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,tfidf,SVC,0.55,0.5,0.61,0.0,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,tfidf,DecisionTreeClassifier,0.57,0.57,0.57,0.53,0.61,0.6,0.6,0.53,0.67
0-1-0 char-word-func,0,1,0,4020,tfidf,RandomForestClassifier,0.57,0.52,0.69,0.09,0.59,0.52,0.74,0.09,0.74
0-1-0 char-word-func,0,1,0,4020,tfidf,MultinomialNB,0.56,0.55,0.56,0.39,0.65,0.6,0.74,0.36,0.76
0-1-0 char-word-func,0,1,0,4020,tfidf,BernoulliNB,0.56,0.58,0.67,0.62,0.67,0.69,0.8,0.69,0.66
0-1-0 char-word-func,0,1,0,4020,tfidf,AdaBoostClassifier,0.65,0.64,0.72,0.61,0.69,0.67,0.74,0.61,0.74
0-1-0 char-word-func,0,1,0,4020,norm,LogisticRegression,0.57,0.53,0.66,0.22,0.61,0.54,0.77,0.16,0.74
0-1-0 char-word-func,0,1,0,4020,norm,LinearSVC,0.63,0.63,0.7,0.58,0.74,0.71,0.0,0.63,0.81
0-1-0 char-word-func,0,1,0,4020,norm,SVC,0.55,0.51,0.67,0.06,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,norm,DecisionTreeClassifier,0.59,0.58,0.58,0.52,0.59,0.58,0.58,0.51,0.65
0-1-0 char-word-func,0,1,0,4020,norm,RandomForestClassifier,0.56,0.52,0.68,0.08,0.58,0.51,0.74,0.04,0.73
0-1-0 char-word-func,0,1,0,4020,norm,MultinomialNB,0.52,0.55,0.59,0.59,0.7,0.7,0.79,0.65,0.74
0-1-0 char-word-func,0,1,0,4020,norm,BernoulliNB,0.56,0.58,0.67,0.62,0.67,0.69,0.8,0.69,0.66
0-1-0 char-word-func,0,1,0,4020,norm,AdaBoostClassifier,0.66,0.66,0.73,0.63,0.66,0.65,0.73,0.57,0.72
0-1-0 char-word-func,0,1,0,4020,relat,LogisticRegression,0.55,0.5,0.56,0.0,0.57,0.5,0.73,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,relat,LinearSVC,0.52,0.48,0.56,0.13,0.58,0.5,0.0,0.02,0.73
0-1-0 char-word-func,0,1,0,4020,relat,SVC,0.55,0.5,0.52,0.0,0.57,0.5,0.0,0.0,0.73
0-1-0 char-word-func,0,1,0,4020,relat,DecisionTreeClassifier,-1.0,-1.0,-1.0,-1.0,0.59,0.58,0.58,0.51,0.65
0-1-0 char-word-func,0,1,0,4020,relat,RandomForestClassifier,-1.0,-1.0,-1.0,-1.0,0.58,0.51,0.74,0.04,0.73
0-1-0 char-word-func,0,1,0,4020,relat,MultinomialNB,-1.0,-1.0,-1.0,-1.0,0.66,0.63,0.74,0.49,0.75
0-1-0 char-word-func,0,1,0,4020,relat,BernoulliNB,0.56,0.58,0.67,0.62,0.67,0.69,0.8,0.69,0.66
0-1-0 char-word-func,0,1,0,4020,relat,AdaBoostClassifier,-1.0,-1.0,-1.0,-1.0,0.66,0.65,0.73,0.57,0.72
0-1-0 char-word-func,0,1,0,4020,none (tf),LogisticRegression,0.59,0.59,0.64,0.56,0.66,0.63,0.71,0.53,0.73
0-1-0 char-word-func,0,1,0,4020,none (tf),LinearSVC,0.62,0.62,0.67,0.6,0.67,0.66,0.0,0.6,0.71
0-1-0 char-word-func,0,1,0,4020,none (tf),SVC,0.62,0.62,0.66,0.59,0.64,0.62,0.0,0.54,0.7
0-1-0 char-word-func,0,1,0,4020,none (tf),DecisionTreeClassifier,0.59,0.58,0.58,0.52,0.59,0.58,0.58,0.51,0.65
0-1-0 char-word-func,0,1,0,4020,none (tf),RandomForestClassifier,0.56,0.52,0.68,0.08,0.58,0.51,0.74,0.04,0.73
0-1-0 char-word-func,0,1,0,4020,none (tf),MultinomialNB,0.54,0.56,0.6,0.59,0.66,0.67,0.75,0.64,0.68
0-1-0 char-word-func,0,1,0,4020,none (tf),BernoulliNB,0.56,0.58,0.67,0.62,0.67,0.69,0.8,0.69,0.66
0-1-0 char-word-func,0,1,0,4020,none (tf),AdaBoostClassifier,0.66,0.66,0.73,0.63,0.66,0.65,0.73,0.57,0.72
0-2-0 char-word-func,0,2,0,6690,tfidf,LogisticRegression,0.55,0.5,0.62,0.0,0.57,0.5,0.74,0.0,0.73
0-2-0 char-word-func,0,2,0,6690,tfidf,LinearSVC,0.55,0.5,0.62,0.0,0.57,0.5,0.0,0.0,0.73
0-2-0 char-word-func,0,2,0,6690,tfidf,SVC,0.55,0.5,0.64,0.0,0.57,0.5,0.0,0.0,0.73
0-2-0 char-word-func,0,2,0,6690,tfidf,DecisionTreeClassifier,0.58,0.57,0.57,0.5,0.6,0.59,0.59,0.52,0.65
0-2-0 char-word-func,0,2,0,6690,tfidf,RandomForestClassifier,0.56,0.51,0.68,0.04,0.59,0.52,0.67,0.08,0.73
0-2-0 char-word-func,0,2,0,6690,tfidf,MultinomialNB,0.58,0.56,0.58,0.47,0.67,0.63,0.74,0.45,0.77
0-2-0 char-word-func,0,2,0,6690,tfidf,BernoulliNB,0.51,0.54,0.59,0.58,0.62,0.63,0.75,0.62,0.63
0-2-0 char-word-func,0,2,0,6690,tfidf,AdaBoostClassifier,0.6,0.59,0.64,0.51,0.64,0.62,0.68,0.56,0.69
0-2-0 char-word-func,0,2,0,6690,norm,LogisticRegression,0.56,0.52,0.62,0.2,0.63,0.56,0.74,0.22,0.75
0-2-0 char-word-func,0,2,0,6690,norm,LinearSVC,0.61,0.6,0.63,0.52,0.7,0.67,0.0,0.56,0.78
0-2-0 char-word-func,0,2,0,6690,norm,SVC,0.55,0.51,0.63,0.1,0.58,0.51,0.0,0.05,0.73
0-2-0 char-word-func,0,2,0,6690,norm,DecisionTreeClassifier,0.56,0.55,0.55,0.5,0.6,0.58,0.58,0.5,0.66
0-2-0 char-word-func,0,2,0,6690,norm,RandomForestClassifier,0.55,0.5,0.65,0.01,0.58,0.5,0.67,0.02,0.73
0-2-0 char-word-func,0,2,0,6690,norm,MultinomialNB,0.49,0.51,0.54,0.55,0.68,0.67,0.73,0.61,0.73
